@relation R_data_frame

@attribute heat numeric
@attribute Attribute2 {nominal3,nominal4}
@attribute Attribute3 {nominal10,nominal11,nominal12,nominal13,nominal14,nominal15,nominal16,nominal17,nominal18,nominal19,nominal20,nominal5,nominal6,nominal7,nominal8,nominal9}
@attribute Attribute4 {nominal21,nominal22,nominal23,nominal24}
@attribute Attribute5 numeric
@attribute Attribute6 numeric
@attribute Attribute7 numeric
@attribute Attribute8 numeric
@attribute Attribute9 numeric
@attribute Attribute10 numeric
@attribute Attribute11 numeric
@attribute Attribute12 numeric

@data
33.29,nominal4,nominal14,nominal22,3996,86,86,8,105,130,1,4000
35.26,nominal4,nominal14,nominal22,3996,86,86,8,105,130,1.5,4000
37.32,nominal4,nominal14,nominal22,3996,86,86,8,105,130,2,4000
39.48,nominal4,nominal14,nominal22,3996,86,86,8,105,130,2.5,4000
41.7,nominal4,nominal14,nominal22,3996,86,86,8,105,130,3,4000
44,nominal4,nominal14,nominal22,3996,86,86,8,105,130,3.5,4000
46.39,nominal4,nominal14,nominal22,3996,86,86,8,105,130,4,4000
48.85,nominal4,nominal14,nominal22,3996,86,86,8,105,130,4.5,4000
51.39,nominal4,nominal14,nominal22,3996,86,86,8,105,130,5,4000
53.99,nominal4,nominal14,nominal22,3996,86,86,8,105,130,5.5,4000
56.67,nominal4,nominal14,nominal22,3996,86,86,8,105,130,6,4000
59.42,nominal4,nominal14,nominal22,3996,86,86,8,105,130,6.5,4000
62.25,nominal4,nominal14,nominal22,3996,86,86,8,105,130,7,4000
65.14,nominal4,nominal14,nominal22,3996,86,86,8,105,130,7.5,4000
68.11,nominal4,nominal14,nominal22,3996,86,86,8,105,130,8,4000
71.13,nominal4,nominal14,nominal22,3996,86,86,8,105,130,8.5,4000
74.25,nominal4,nominal14,nominal22,3996,86,86,8,105,130,9,4000
77.41,nominal4,nominal14,nominal22,3996,86,86,8,105,130,9.5,4000
80.65,nominal4,nominal14,nominal22,3996,86,86,8,105,130,10,4000
83.97,nominal4,nominal14,nominal22,3996,86,86,8,105,130,10.5,4000
87.33,nominal4,nominal14,nominal22,3996,86,86,8,105,130,11,4000
90.77,nominal4,nominal14,nominal22,3996,86,86,8,105,130,11.5,4000
94.28,nominal4,nominal14,nominal22,3996,86,86,8,105,130,12,4000
97.85,nominal4,nominal14,nominal22,3996,86,86,8,105,130,12.5,4000
101.49,nominal4,nominal14,nominal22,3996,86,86,8,105,130,13,4000
105.18,nominal4,nominal14,nominal22,3996,86,86,8,105,130,13.5,4000
108.94,nominal4,nominal14,nominal22,3996,86,86,8,105,130,14,4000
112.78,nominal4,nominal14,nominal22,3996,86,86,8,105,130,14.5,4000
116.67,nominal4,nominal14,nominal22,3996,86,86,8,105,130,15,4000
120.62,nominal4,nominal14,nominal22,3996,86,86,8,105,130,15.5,4000
124.64,nominal4,nominal14,nominal22,3996,86,86,8,105,130,16,4000
128.73,nominal4,nominal14,nominal22,3996,86,86,8,105,130,16.5,4000
132.87,nominal4,nominal14,nominal22,3996,86,86,8,105,130,17,4000
137.07,nominal4,nominal14,nominal22,3996,86,86,8,105,130,17.5,4000
141.34,nominal4,nominal14,nominal22,3996,86,86,8,105,130,18,4000
40.13,nominal4,nominal14,nominal22,3996,86,86,8,105,130,0,4500
42.06,nominal4,nominal14,nominal22,3996,86,86,8,105,130,0.5,4500
44.09,nominal4,nominal14,nominal22,3996,86,86,8,105,130,1,4500
46.23,nominal4,nominal14,nominal22,3996,86,86,8,105,130,1.5,4500
48.47,nominal4,nominal14,nominal22,3996,86,86,8,105,130,2,4500
50.82,nominal4,nominal14,nominal22,3996,86,86,8,105,130,2.5,4500
53.27,nominal4,nominal14,nominal22,3996,86,86,8,105,130,3,4500
55.8,nominal4,nominal14,nominal22,3996,86,86,8,105,130,3.5,4500
58.44,nominal4,nominal14,nominal22,3996,86,86,8,105,130,4,4500
61.18,nominal4,nominal14,nominal22,3996,86,86,8,105,130,4.5,4500
64,nominal4,nominal14,nominal22,3996,86,86,8,105,130,5,4500
66.93,nominal4,nominal14,nominal22,3996,86,86,8,105,130,5.5,4500
69.94,nominal4,nominal14,nominal22,3996,86,86,8,105,130,6,4500
73.03,nominal4,nominal14,nominal22,3996,86,86,8,105,130,6.5,4500
76.22,nominal4,nominal14,nominal22,3996,86,86,8,105,130,7,4500
79.5,nominal4,nominal14,nominal22,3996,86,86,8,105,130,7.5,4500
82.86,nominal4,nominal14,nominal22,3996,86,86,8,105,130,8,4500
86.3,nominal4,nominal14,nominal22,3996,86,86,8,105,130,8.5,4500
89.85,nominal4,nominal14,nominal22,3996,86,86,8,105,130,9,4500
93.47,nominal4,nominal14,nominal22,3996,86,86,8,105,130,9.5,4500
97.16,nominal4,nominal14,nominal22,3996,86,86,8,105,130,10,4500
100.94,nominal4,nominal14,nominal22,3996,86,86,8,105,130,10.5,4500
104.82,nominal4,nominal14,nominal22,3996,86,86,8,105,130,11,4500
108.76,nominal4,nominal14,nominal22,3996,86,86,8,105,130,11.5,4500
112.8,nominal4,nominal14,nominal22,3996,86,86,8,105,130,12,4500
116.91,nominal4,nominal14,nominal22,3996,86,86,8,105,130,12.5,4500
121.11,nominal4,nominal14,nominal22,3996,86,86,8,105,130,13,4500
125.38,nominal4,nominal14,nominal22,3996,86,86,8,105,130,13.5,4500
129.72,nominal4,nominal14,nominal22,3996,86,86,8,105,130,14,4500
134.16,nominal4,nominal14,nominal22,3996,86,86,8,105,130,14.5,4500
138.66,nominal4,nominal14,nominal22,3996,86,86,8,105,130,15,4500
143.26,nominal4,nominal14,nominal22,3996,86,86,8,105,130,15.5,4500
147.91,nominal4,nominal14,nominal22,3996,86,86,8,105,130,16,4500
152.66,nominal4,nominal14,nominal22,3996,86,86,8,105,130,16.5,4500
157.49,nominal4,nominal14,nominal22,3996,86,86,8,105,130,17,4500
162.38,nominal4,nominal14,nominal22,3996,86,86,8,105,130,17.5,4500
167.35,nominal4,nominal14,nominal22,3996,86,86,8,105,130,18,4500
52.71,nominal4,nominal14,nominal22,3996,86,86,8,105,130,0,5000
54.75,nominal4,nominal14,nominal22,3996,86,86,8,105,130,0.5,5000
56.94,nominal4,nominal14,nominal22,3996,86,86,8,105,130,1,5000
59.26,nominal4,nominal14,nominal22,3996,86,86,8,105,130,1.5,5000
61.7,nominal4,nominal14,nominal22,3996,86,86,8,105,130,2,5000
64.27,nominal4,nominal14,nominal22,3996,86,86,8,105,130,2.5,5000
66.95,nominal4,nominal14,nominal22,3996,86,86,8,105,130,3,5000
69.76,nominal4,nominal14,nominal22,3996,86,86,8,105,130,3.5,5000
72.67,nominal4,nominal14,nominal22,3996,86,86,8,105,130,4,5000
75.71,nominal4,nominal14,nominal22,3996,86,86,8,105,130,4.5,5000
78.86,nominal4,nominal14,nominal22,3996,86,86,8,105,130,5,5000
82.12,nominal4,nominal14,nominal22,3996,86,86,8,105,130,5.5,5000
85.49,nominal4,nominal14,nominal22,3996,86,86,8,105,130,6,5000
88.96,nominal4,nominal14,nominal22,3996,86,86,8,105,130,6.5,5000
92.55,nominal4,nominal14,nominal22,3996,86,86,8,105,130,7,5000
96.24,nominal4,nominal14,nominal22,3996,86,86,8,105,130,7.5,5000
100.04,nominal4,nominal14,nominal22,3996,86,86,8,105,130,8,5000
103.95,nominal4,nominal14,nominal22,3996,86,86,8,105,130,8.5,5000
107.95,nominal4,nominal14,nominal22,3996,86,86,8,105,130,9,5000
112.06,nominal4,nominal14,nominal22,3996,86,86,8,105,130,9.5,5000
116.26,nominal4,nominal14,nominal22,3996,86,86,8,105,130,10,5000
120.56,nominal4,nominal14,nominal22,3996,86,86,8,105,130,10.5,5000
124.98,nominal4,nominal14,nominal22,3996,86,86,8,105,130,11,5000
129.49,nominal4,nominal14,nominal22,3996,86,86,8,105,130,11.5,5000
134.1,nominal4,nominal14,nominal22,3996,86,86,8,105,130,12,5000
138.81,nominal4,nominal14,nominal22,3996,86,86,8,105,130,12.5,5000
143.61,nominal4,nominal14,nominal22,3996,86,86,8,105,130,13,5000
148.51,nominal4,nominal14,nominal22,3996,86,86,8,105,130,13.5,5000
153.51,nominal4,nominal14,nominal22,3996,86,86,8,105,130,14,5000
158.59,nominal4,nominal14,nominal22,3996,86,86,8,105,130,14.5,5000
163.77,nominal4,nominal14,nominal22,3996,86,86,8,105,130,15,5000
169.05,nominal4,nominal14,nominal22,3996,86,86,8,105,130,15.5,5000
174.43,nominal4,nominal14,nominal22,3996,86,86,8,105,130,16,5000
179.9,nominal4,nominal14,nominal22,3996,86,86,8,105,130,16.5,5000
185.47,nominal4,nominal14,nominal22,3996,86,86,8,105,130,17,5000
191.12,nominal4,nominal14,nominal22,3996,86,86,8,105,130,17.5,5000
196.87,nominal4,nominal14,nominal22,3996,86,86,8,105,130,18,5000
-7.78,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0,100
-5.83,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0.5,100
-3.88,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1,100
-1.94,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1.5,100
0,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2,100
1.94,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2.5,100
3.89,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3,100
5.83,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3.5,100
7.78,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4,100
9.72,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4.5,100
11.67,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5,100
13.61,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5.5,100
15.56,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6,100
17.5,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6.5,100
19.44,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7,100
21.39,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7.5,100
23.33,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8,100
25.28,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8.5,100
27.22,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9,100
29.17,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9.5,100
31.11,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10,100
33.06,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10.5,100
35,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11,100
36.94,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11.5,100
38.89,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12,100
40.83,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12.5,100
42.78,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13,100
44.72,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13.5,100
46.67,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14,100
48.61,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14.5,100
50.56,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15,100
52.5,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15.5,100
54.44,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16,100
56.39,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16.5,100
58.33,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17,100
60.28,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17.5,100
62.22,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18,100
64.17,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18.5,100
66.11,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19,100
68.06,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19.5,100
70,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,20,100
2.44,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0,1000
4.16,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0.5,1000
5.89,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1,1000
7.63,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1.5,1000
9.37,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2,1000
11.12,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2.5,1000
12.87,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3,1000
14.63,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3.5,1000
16.39,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4,1000
18.16,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4.5,1000
19.93,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5,1000
21.71,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5.5,1000
23.5,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6,1000
25.29,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6.5,1000
27.09,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7,1000
28.89,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7.5,1000
30.7,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8,1000
32.51,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8.5,1000
34.33,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9,1000
36.15,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9.5,1000
37.98,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10,1000
39.82,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10.5,1000
41.66,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11,1000
43.51,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11.5,1000
45.36,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12,1000
47.22,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12.5,1000
49.08,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13,1000
50.95,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13.5,1000
52.83,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14,1000
54.71,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14.5,1000
56.59,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15,1000
58.48,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15.5,1000
60.38,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16,1000
62.28,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16.5,1000
64.19,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17,1000
66.11,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17.5,1000
68.02,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18,1000
69.95,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18.5,1000
71.88,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19,1000
73.82,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19.5,1000
75.76,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,20,1000
10.83,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0,1500
12.2,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0.5,1500
13.58,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1,1500
14.98,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1.5,1500
16.4,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2,1500
17.84,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2.5,1500
19.3,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3,1500
20.78,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3.5,1500
22.28,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4,1500
23.8,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4.5,1500
25.33,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5,1500
26.88,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5.5,1500
28.46,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6,1500
30.05,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6.5,1500
31.66,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7,1500
33.29,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7.5,1500
34.94,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8,1500
36.61,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8.5,1500
38.3,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9,1500
40,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9.5,1500
41.73,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10,1500
43.47,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10.5,1500
45.23,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11,1500
47.01,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11.5,1500
48.82,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12,1500
50.64,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12.5,1500
52.47,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13,1500
54.33,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13.5,1500
56.21,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14,1500
58.1,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14.5,1500
60.02,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15,1500
61.95,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15.5,1500
63.91,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16,1500
65.88,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16.5,1500
67.87,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17,1500
69.88,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17.5,1500
71.91,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18,1500
73.95,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18.5,1500
76.02,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19,1500
78.11,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19.5,1500
80.21,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,20,1500
19.03,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0,2000
20.15,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0.5,2000
21.31,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1,2000
22.51,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1.5,2000
23.74,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2,2000
25.01,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2.5,2000
26.31,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3,2000
27.65,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3.5,2000
29.03,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4,2000
30.44,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4.5,2000
31.89,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5,2000
33.37,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5.5,2000
34.89,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6,2000
36.45,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6.5,2000
38.04,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7,2000
39.67,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7.5,2000
41.33,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8,2000
43.04,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8.5,2000
44.77,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9,2000
46.54,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9.5,2000
48.35,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10,2000
50.2,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10.5,2000
52.08,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11,2000
54,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11.5,2000
55.95,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12,2000
57.94,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12.5,2000
59.96,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13,2000
62.02,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13.5,2000
64.12,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14,2000
66.25,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14.5,2000
68.42,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15,2000
70.63,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15.5,2000
72.87,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16,2000
75.15,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16.5,2000
77.46,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17,2000
79.81,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17.5,2000
82.19,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18,2000
84.61,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18.5,2000
87.07,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19,2000
89.57,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19.5,2000
92.09,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,20,2000
27.02,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0,2500
28.02,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0.5,2500
29.08,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1,2500
30.2,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1.5,2500
31.37,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2,2500
32.6,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2.5,2500
33.89,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3,2500
35.23,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3.5,2500
36.63,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4,2500
38.09,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4.5,2500
39.6,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5,2500
41.17,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5.5,2500
42.8,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6,2500
44.49,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6.5,2500
46.23,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7,2500
48.02,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7.5,2500
49.88,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8,2500
51.79,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8.5,2500
53.76,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9,2500
55.78,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9.5,2500
57.86,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10,2500
60,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10.5,2500
62.2,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11,2500
64.45,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11.5,2500
66.76,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12,2500
69.12,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12.5,2500
71.54,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13,2500
74.02,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13.5,2500
76.56,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14,2500
79.15,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14.5,2500
81.8,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15,2500
84.51,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15.5,2500
87.27,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16,2500
90.09,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16.5,2500
92.96,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17,2500
95.9,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17.5,2500
98.89,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18,2500
101.93,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18.5,2500
105.04,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19,2500
108.2,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19.5,2500
111.41,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,20,2500
34.82,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0,3000
35.82,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0.5,3000
36.9,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1,3000
38.06,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,1.5,3000
39.31,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2,3000
40.63,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,2.5,3000
42.04,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3,3000
43.53,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,3.5,3000
45.1,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4,3000
46.75,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,4.5,3000
48.48,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5,3000
50.29,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,5.5,3000
52.19,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6,3000
54.16,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,6.5,3000
56.22,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7,3000
58.36,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,7.5,3000
60.57,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8,3000
62.87,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,8.5,3000
65.25,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9,3000
67.72,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,9.5,3000
70.26,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10,3000
72.88,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,10.5,3000
75.59,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11,3000
78.38,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,11.5,3000
81.24,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12,3000
84.19,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,12.5,3000
87.22,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13,3000
90.33,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,13.5,3000
93.53,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14,3000
96.8,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,14.5,3000
100.15,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15,3000
103.59,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,15.5,3000
107.11,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16,3000
110.7,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,16.5,3000
114.38,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17,3000
118.14,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,17.5,3000
121.99,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18,3000
125.91,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,18.5,3000
129.91,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19,3000
134,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,19.5,3000
138.16,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,20,3000
42.41,nominal4,nominal14,nominal24,3996,86,86,8,105,9999,0,3500
